"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23292","File Upload","chromium","2026-06-12","passed","2026-06-12","","11Fileupload.spec.ts","",""
